Gender,Age,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Population,Referred a Friend,Number of Referrals,Tenure in Months,Internet Service,Phone Service,Avg Monthly GB Download,Unlimited Data,Contract,Monthly Charge,Monthly Extra Data Charge,Monthly Long Distance Charge,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Add-on Services,Streaming TV,Streaming Movies,Streaming Music,Streaming Services,Satisfaction Score,Customer Status,Churn,Churn Reason
1,52,0,0,0,0,Rough And Ready,95975,1601,0,0,3,1,1,28,1,Month-to-Month,97.7167,0.0,17.01,0,1,0,0,1,1,1,1,3,3,Joined,0,
0,19,0,1,1,1,Smartville,95977,963,1,3,72,0,1,0,0,Two Year,20.7465,0.0,5.7,0,0,0,0,0,0,0,0,0,5,Stayed,0,
1,57,0,0,0,0,Stirling City,95978,28,0,0,19,1,1,22,1,Month-to-Month,57.5474,0.0,40.22,0,0,0,0,0,0,1,1,2,5,Stayed,0,
1,60,0,1,0,0,Stonyford,95979,844,1,9,59,0,1,0,0,Two Year,17.9297,0.0,26.99,0,0,0,0,0,0,0,0,0,4,Stayed,0,
1,62,0,1,1,1,Sutter,95982,3193,1,5,35,0,1,0,0,Month-to-Month,25.2157,0.0,24.76,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,64,0,0,0,0,Taylorsville,95983,513,0,0,14,0,1,0,0,Month-to-Month,21.4571,0.0,8.54,0,0,0,0,0,0,0,0,0,4,Stayed,0,
1,29,0,1,1,2,Washington,95986,145,1,7,69,0,1,0,0,Two Year,20.8254,0.0,8.39,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,64,0,1,0,0,Willows,95988,8812,1,4,69,1,1,18,1,Two Year,78.0891,0.0,44.33,1,1,1,1,4,1,0,0,1,4,Stayed,0,
1,56,0,1,0,0,Yuba City,95991,34967,1,10,72,1,1,6,1,Two Year,79.5854,0.0,26.04,0,1,0,1,2,1,1,1,3,5,Stayed,0,
1,61,0,1,1,1,Redding,96001,31586,1,8,4,1,1,21,1,Month-to-Month,54.275,0.0,44.64,1,0,0,0,1,0,0,0,0,3,Stayed,0,
0,30,0,1,1,2,Redding,96002,30338,1,9,63,1,1,48,0,Month-to-Month,77.7198,0.6349,18.88,0,1,1,0,2,0,0,0,0,4,Stayed,0,
0,52,0,0,0,0,Redding,96003,41476,0,0,72,0,1,0,0,Two Year,19.9181,0.0,3.43,0,0,0,0,0,0,0,0,0,5,Stayed,0,
1,42,0,0,0,0,Adin,96006,615,0,0,46,0,1,0,0,Two Year,20.3717,0.0,32.78,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,53,0,1,0,0,Bella Vista,96008,899,1,10,30,1,1,6,1,Month-to-Month,49.1633,0.0,23.16,0,0,1,0,1,0,0,0,0,4,Stayed,0,
0,52,0,0,0,0,Bieber,96009,595,0,0,63,1,1,21,1,Two Year,103.754,0.0,48.75,0,1,1,0,2,1,1,1,3,5,Stayed,0,
1,53,0,0,0,0,Big Bar,96010,269,0,0,60,0,1,0,0,Two Year,18.8017,0.0,31.12,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,26,0,1,1,3,Burney,96013,4552,0,0,25,1,1,59,1,Month-to-Month,87.962,0.0,11.79,0,0,0,1,1,1,0,0,1,3,Stayed,0,
0,61,0,0,0,0,Cassel,96016,344,0,0,22,0,1,0,0,Two Year,25.75,0.0,4.79,0,0,0,0,0,0,0,0,0,4,Stayed,0,
1,58,0,1,0,0,Castella,96017,228,1,9,31,1,1,2,1,Two Year,79.729,0.0,28.52,0,1,0,1,2,1,1,1,3,4,Stayed,0,
1,64,0,1,1,5,Shasta Lake,96019,6277,1,7,39,1,1,76,1,Month-to-Month,79.6744,0.0,40.68,0,0,1,1,2,0,0,0,0,5,Stayed,0,
0,31,0,0,0,0,Chester,96020,2664,0,0,26,0,1,0,0,Month-to-Month,19.9346,0.0,31.73,0,0,0,0,0,0,0,0,0,3,Stayed,0,
0,54,0,0,0,0,Dorris,96023,1162,0,0,12,1,1,4,1,Month-to-Month,69.3583,0.0,45.8,1,1,0,1,3,0,0,0,0,3,Stayed,0,
1,52,0,0,0,0,Dunsmuir,96025,2602,0,0,2,0,1,0,0,Month-to-Month,22.65,0.0,25.92,0,0,0,0,0,0,0,0,0,3,Joined,0,
0,40,0,0,0,0,Etna,96027,2156,0,0,39,1,0,13,1,One Year,45.9128,0.0,0.0,1,0,0,1,2,1,0,0,1,3,Stayed,0,
1,37,0,1,1,1,Flournoy,96029,84,1,8,7,1,0,17,1,Month-to-Month,35.2286,0.0,0.0,1,0,0,1,2,0,0,0,0,3,Stayed,0,
1,39,0,0,0,0,French Gulch,96033,373,0,0,55,1,1,4,1,Month-to-Month,81.9909,0.0,22.34,0,1,1,0,2,0,0,0,0,3,Stayed,0,
0,43,0,1,0,0,Gazelle,96034,392,1,7,72,1,1,18,1,Two Year,76.1146,0.0,42.16,0,1,1,0,2,1,1,1,3,3,Stayed,0,
1,62,0,1,0,0,Gerber,96035,3357,1,6,10,1,1,7,1,Month-to-Month,65.315,0.0,37.08,0,0,1,0,1,1,1,1,3,5,Stayed,0,
1,24,0,1,1,3,Grenada,96038,616,1,7,15,1,1,27,1,Month-to-Month,42.63,0.0,24.27,0,0,0,0,0,0,0,0,0,5,Stayed,0,
1,48,0,1,1,1,Happy Camp,96039,1294,1,1,23,0,1,0,0,Two Year,20.8152,0.0,39.59,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,46,0,0,1,3,Hat Creek,96040,397,0,0,1,0,1,0,0,Month-to-Month,20.05,0.0,7.66,0,0,0,0,0,0,0,0,0,3,Joined,0,
0,23,0,1,1,2,Hornbrook,96044,1026,1,1,47,1,1,52,1,One Year,93.4351,0.0,15.59,1,1,1,0,3,0,1,1,2,3,Stayed,0,
1,36,0,0,0,0,Hyampom,96046,268,0,0,15,0,1,0,0,One Year,18.04,0.0,23.56,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,39,0,0,0,0,Los Molinos,96055,3756,0,0,21,1,0,9,1,Month-to-Month,37.15,0.0,0.0,0,1,0,1,2,0,0,0,0,4,Stayed,0,
1,62,0,1,0,0,Mcarthur,96056,1554,1,1,56,1,1,11,1,One Year,62.717,0.0,39.72,1,0,0,0,1,1,0,0,1,3,Stayed,0,
1,28,0,1,1,1,Mccloud,96057,1586,1,1,6,1,1,82,1,Month-to-Month,45.5417,0.0,24.83,0,0,0,0,0,0,0,0,0,3,Stayed,0,
0,30,0,1,0,0,Manton,96059,598,1,1,42,1,1,82,1,One Year,80.3786,0.0,17.31,1,0,0,1,2,1,1,1,3,3,Stayed,0,
1,55,0,1,1,3,Mill Creek,96061,78,1,1,68,1,1,53,1,Two Year,110.4199,0.0,18.42,1,0,1,1,3,1,1,1,3,4,Stayed,0,
0,59,0,1,1,3,Millville,96062,830,1,1,48,0,1,0,0,Two Year,25.9385,0.0,20.73,0,0,0,0,0,0,0,0,0,3,Stayed,0,
1,31,0,1,1,3,Montgomery Creek,96065,431,0,0,63,0,1,0,0,Two Year,20.0611,0.0,41.84,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,24,0,0,0,0,Mount Shasta,96067,7309,0,0,17,0,1,0,0,Month-to-Month,22.6794,0.0,34.02,0,0,0,0,0,0,0,0,0,3,Stayed,0,
0,41,0,1,1,1,Oak Run,96069,829,1,1,4,0,1,0,0,Month-to-Month,21.05,0.0,39.04,0,0,0,0,0,0,0,0,0,4,Stayed,0,
1,51,0,0,1,3,Old Station,96071,182,0,0,62,0,1,0,0,Two Year,26.4306,0.0,2.83,0,0,0,0,0,0,0,0,0,3,Stayed,0,
1,45,0,1,0,0,Paskenta,96074,263,1,1,2,1,1,22,0,Month-to-Month,60.125,10.0,7.7,0,0,0,0,0,0,0,0,0,3,Joined,0,
0,33,0,1,0,0,Paynes Creek,96075,433,1,1,48,1,1,18,1,Two Year,93.1969,0.0,6.1,1,1,1,0,3,1,0,0,1,4,Stayed,0,
0,53,0,1,0,0,Platina,96076,215,1,1,27,0,1,0,0,Two Year,19.2796,0.0,44.19,0,0,0,0,0,0,0,0,0,4,Stayed,0,
1,28,0,1,0,0,Red Bluff,96080,26438,1,4,70,1,1,52,1,Two Year,81.6836,0.0,39.78,0,1,1,1,3,1,1,1,3,5,Stayed,0,
0,44,0,1,0,0,Scott Bar,96085,88,1,1,46,1,1,3,1,One Year,93.75,0.0,10.13,0,1,1,0,2,1,0,0,1,4,Stayed,0,
0,35,0,1,1,2,Shingletown,96088,4231,1,9,69,1,1,27,1,One Year,94.3659,0.0,42.45,0,1,1,0,2,1,0,0,1,4,Stayed,0,
0,34,0,0,0,0,Tehama,96090,405,0,0,65,0,1,0,0,Two Year,18.7485,0.0,44.7,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,46,0,0,0,0,Weaverville,96093,3749,0,0,17,0,1,0,0,One Year,16.4412,0.0,31.6,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,23,0,1,0,0,Weed,96094,5896,1,2,51,1,1,76,1,One Year,112.1637,0.0,39.32,1,0,1,1,3,1,1,1,3,4,Stayed,0,
0,40,0,1,0,0,Whitmore,96096,843,1,5,51,1,1,10,1,Two Year,61.2049,0.0,9.53,1,1,0,1,3,0,0,0,0,3,Stayed,0,
1,52,0,1,0,0,Yreka,96097,9538,1,6,72,1,1,15,1,Two Year,89.8417,0.0,42.64,1,1,1,1,4,1,1,1,3,3,Stayed,0,
0,31,0,0,0,0,Blairsden Graeagle,96103,1839,0,0,34,0,1,0,0,Month-to-Month,19.8706,0.0,36.52,0,0,0,0,0,0,0,0,0,3,Stayed,0,
0,39,0,1,0,0,Cedarville,96104,857,1,10,67,1,0,6,1,Two Year,52.5627,0.0,0.0,1,1,0,1,3,0,1,1,2,3,Stayed,0,
1,56,0,1,0,0,Chilcoot,96105,650,1,3,49,0,1,0,0,One Year,18.8388,0.0,22.1,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,38,0,1,1,3,Clio,96106,88,1,8,53,0,1,0,0,Two Year,20.95,0.0,25.32,0,0,0,0,0,0,0,0,0,3,Stayed,0,
0,55,0,0,0,0,Coleville,96107,1332,0,0,27,1,1,25,1,Month-to-Month,59.6907,0.0,33.94,0,0,1,1,2,0,0,0,0,4,Stayed,0,
0,46,0,0,0,0,Doyle,96109,1177,0,0,69,1,1,26,1,Two Year,80.4819,0.0,3.24,1,1,1,1,4,0,1,1,2,4,Stayed,0,
1,51,0,1,1,2,Eagleville,96110,132,1,4,2,1,0,27,1,Month-to-Month,22.375,0.0,0.0,0,0,0,1,1,0,0,0,0,4,Joined,0,
1,45,0,1,0,0,Herlong,96113,946,1,6,46,1,1,27,1,One Year,70.2402,0.0,44.75,1,1,0,1,3,0,1,1,2,3,Stayed,0,
1,39,0,0,0,0,Janesville,96114,3093,0,0,54,1,1,8,1,Two Year,94.9898,0.0,31.55,0,1,0,0,1,1,1,1,3,5,Stayed,0,
0,53,0,0,0,0,Litchfield,96117,385,0,0,20,1,1,17,0,Month-to-Month,59.56,6.5,33.14,1,0,0,1,2,0,0,0,0,3,Stayed,0,
0,20,0,0,0,0,Loyalton,96118,1822,0,0,11,1,1,27,1,Month-to-Month,78.7636,0.0,13.55,0,1,0,0,1,0,0,0,0,4,Stayed,0,
0,56,0,1,0,0,Markleeville,96120,957,1,4,68,1,1,3,1,Two Year,69.7272,0.0,11.94,1,1,1,0,3,0,1,1,2,3,Stayed,0,
1,39,0,0,0,0,Calpine,96124,322,0,0,1,1,1,3,1,Month-to-Month,43.8,0.0,37.5,0,0,0,0,0,0,0,0,0,5,Joined,0,
0,36,0,1,0,0,Sierra City,96125,348,1,1,63,1,0,5,1,Two Year,58.8508,0.0,0.0,1,1,1,0,3,1,1,1,3,3,Stayed,0,
1,58,0,0,0,0,Sierraville,96126,227,0,0,3,1,1,17,0,One Year,73.4833,10.0,29.51,0,0,1,0,1,1,1,1,3,5,Joined,0,
1,25,0,0,0,0,Standish,96128,408,0,0,48,0,1,0,0,One Year,23.6188,0.0,13.67,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,45,0,0,0,0,Susanville,96130,19440,0,0,66,1,0,15,1,One Year,30.0477,0.0,0.0,0,0,0,1,1,0,0,0,0,3,Stayed,0,
1,44,0,1,1,1,Termo,96132,72,1,3,68,1,1,30,1,Two Year,84.511,0.0,24.94,0,1,1,0,2,0,0,0,0,5,Stayed,0,
1,20,0,1,0,0,Tulelake,96134,2595,1,2,7,0,1,0,0,One Year,19.15,0.0,41.64,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,48,0,1,0,0,Wendel,96136,162,1,5,72,1,1,26,1,Two Year,86.5292,0.0,12.02,1,1,1,1,4,1,1,1,3,3,Stayed,0,
1,46,0,1,0,0,Westwood,96137,4158,0,0,29,0,1,0,0,Month-to-Month,19.7603,0.0,5.69,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,56,0,1,0,0,Carnelian Bay,96140,1943,1,4,37,1,1,22,0,Month-to-Month,92.4135,4.0541,6.99,0,0,1,1,2,0,1,1,2,3,Stayed,0,
1,57,0,1,0,0,Kings Beach,96143,4806,1,6,59,1,1,25,1,One Year,64.4288,0.0,14.49,1,1,0,1,3,0,0,0,0,3,Stayed,0,
1,29,0,0,0,0,Tahoe Vista,96148,678,0,0,27,1,1,53,1,Month-to-Month,53.3093,0.0,1.31,0,1,0,1,2,0,0,0,0,3,Stayed,0,
0,36,0,1,0,0,Los Angeles,90001,54492,1,1,17,1,0,10,1,Month-to-Month,34.8676,0.0,0.0,1,0,1,0,2,0,0,0,0,3,Stayed,0,
0,31,0,1,0,0,Los Angeles,90002,44586,1,9,58,0,1,0,0,Two Year,20.4474,0.0,18.68,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,29,0,1,0,0,Los Angeles,90003,58198,1,9,1,0,1,0,0,One Year,18.8,0.0,43.57,0,0,0,0,0,0,0,0,0,3,Joined,0,
1,50,0,0,0,0,Los Angeles,90005,43019,0,0,53,1,1,19,0,Month-to-Month,92.8528,1.1321,2.51,1,1,1,0,3,0,0,0,0,3,Stayed,0,
0,21,0,0,0,0,Los Angeles,90006,62784,0,0,35,0,1,0,0,Month-to-Month,25.75,0.0,39.84,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,35,0,1,0,0,Los Angeles,90008,30852,1,1,68,1,1,10,1,Two Year,71.4699,0.0,11.12,0,1,0,1,2,0,1,1,2,4,Stayed,0,
0,20,0,1,0,0,Los Angeles,90010,1957,1,1,47,0,1,0,0,Month-to-Month,24.2383,0.0,10.07,0,0,0,0,0,0,0,0,0,3,Stayed,0,
1,51,0,0,0,0,Los Angeles,90015,15140,0,0,9,1,1,8,1,Month-to-Month,73.7278,0.0,42.41,0,0,0,0,0,0,0,0,0,5,Stayed,0,
1,41,0,0,0,0,Los Angeles,90016,46984,0,0,8,0,1,0,0,Two Year,21.8312,0.0,15.86,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,40,0,0,0,0,Los Angeles,90017,20692,0,0,14,0,1,0,0,One Year,22.9786,0.0,33.5,0,0,0,0,0,0,0,0,0,4,Stayed,0,
1,26,0,0,0,0,Los Angeles,90018,47143,0,0,45,1,1,30,1,Month-to-Month,113.9,0.0,33.73,1,1,1,1,4,1,1,1,3,3,Stayed,0,
1,21,0,0,0,0,Los Angeles,90019,67520,0,0,8,1,1,42,1,Month-to-Month,68.6125,0.0,1.28,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,40,0,1,1,2,Los Angeles,90021,3012,1,7,66,1,1,19,1,One Year,106.5348,0.0,39.45,1,1,1,0,3,1,1,1,3,4,Stayed,0,
0,39,0,1,0,0,Los Angeles,90022,68701,1,5,72,1,1,18,1,Two Year,69.6757,0.0,42.55,1,1,1,1,4,0,0,0,0,3,Stayed,0,
1,47,0,1,1,2,Los Angeles,90024,44150,1,4,23,0,1,0,0,Two Year,26.5848,0.0,35.86,0,0,0,0,0,0,0,0,0,5,Stayed,0,
1,27,0,0,0,0,Los Angeles,90026,73686,0,0,4,1,1,73,1,Month-to-Month,79.9625,0.0,6.5,1,0,0,0,1,0,0,0,0,3,Stayed,0,
0,58,0,1,1,3,Los Angeles,90027,48727,1,8,6,0,1,0,0,Two Year,25.55,0.0,31.73,0,0,0,0,0,0,0,0,0,3,Stayed,0,
0,64,0,1,0,0,Los Angeles,90031,38415,1,7,56,0,1,0,0,One Year,25.5652,0.0,32.93,0,0,0,0,0,0,0,0,0,3,Stayed,0,
1,56,0,1,0,0,Los Angeles,90032,46960,1,7,72,0,1,0,0,Two Year,25.6833,0.0,39.98,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,64,0,1,0,0,Los Angeles,90033,49431,1,9,72,1,1,30,1,Two Year,84.4875,0.0,16.58,1,1,1,0,3,1,1,1,3,3,Stayed,0,
0,60,0,1,1,3,Los Angeles,90034,58218,1,10,23,0,1,0,0,Two Year,18.55,0.0,34.04,0,0,0,0,0,0,0,0,0,5,Stayed,0,
1,52,0,0,1,1,Los Angeles,90035,27799,0,0,35,1,1,19,0,Month-to-Month,47.2957,3.7143,38.82,0,0,0,0,0,0,0,0,0,3,Stayed,0,
0,54,0,1,0,0,Los Angeles,90038,32562,1,5,12,0,1,0,0,One Year,26.2458,0.0,45.15,0,0,0,0,0,0,0,0,0,4,Stayed,0,
1,33,0,0,0,0,Los Angeles,90039,29310,0,0,40,0,1,0,0,Two Year,20.1212,0.0,8.36,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,21,0,1,1,2,Los Angeles,90040,9805,1,9,7,1,0,47,1,Month-to-Month,66.5286,0.0,0.0,1,1,1,0,3,1,1,1,3,3,Stayed,0,
0,62,0,1,1,3,Los Angeles,90041,27866,1,8,70,1,1,53,1,Month-to-Month,95.2721,0.0,32.38,1,1,0,0,2,1,0,0,1,4,Stayed,0,
0,31,0,1,1,1,Los Angeles,90042,64672,1,7,60,0,1,0,0,Two Year,19.3625,0.0,21.98,0,0,0,0,0,0,0,0,0,5,Stayed,0,
0,27,0,1,0,0,Los Angeles,90043,44764,1,8,39,1,0,48,1,One Year,24.3013,0.0,0.0,0,0,0,0,0,0,0,0,0,3,Stayed,0,
0,53,0,1,0,0,Los Angeles,90044,87383,1,5,72,1,1,8,1,Two Year,116.3201,0.0,6.29,1,1,1,1,4,1,1,1,3,4,Stayed,0,
0,49,0,1,0,0,Los Angeles,90046,49839,1,3,54,1,1,28,1,One Year,69.8148,0.0,48.45,0,1,0,1,2,1,0,0,1,3,Stayed,0,
1,58,0,1,0,0,Los Angeles,90048,21739,1,7,63,1,1,30,1,Two Year,74.7278,0.0,6.33,1,1,1,1,4,1,0,0,1,4,Stayed,0,
0,40,0,1,1,3,Los Angeles,90049,33523,1,9,71,1,1,75,1,Two Year,86.6535,0.0,33.67,0,1,0,1,2,0,0,0,0,3,Stayed,0,
1,56,0,0,0,0,Los Angeles,90056,8115,0,0,42,0,1,0,0,One Year,22.8119,0.0,23.25,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,27,0,0,0,0,Los Angeles,90057,44004,0,0,47,0,1,0,0,Two Year,20.0638,0.0,6.61,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,20,0,0,0,0,Los Angeles,90061,24511,0,0,11,1,0,73,1,Month-to-Month,38.6455,0.0,0.0,0,1,0,1,2,0,0,0,0,4,Stayed,0,
0,41,0,0,0,0,Los Angeles,90064,24505,0,0,69,1,1,30,1,Two Year,97.7326,0.0,49.35,0,1,1,1,3,1,0,0,1,3,Stayed,0,
1,21,0,0,0,0,Los Angeles,90068,21728,0,0,5,1,1,42,1,Month-to-Month,83.55,0.0,29.74,0,0,1,1,2,0,0,0,0,4,Stayed,0,
1,19,0,1,0,0,West Hollywood,90069,20408,1,1,71,0,1,0,0,Two Year,24.3014,0.0,24.72,0,0,0,0,0,0,0,0,0,5,Stayed,0,
1,28,0,0,0,0,Los Angeles,90071,21,0,0,29,1,1,69,1,One Year,55.869,0.0,39.35,0,1,0,0,1,0,0,0,0,4,Stayed,0,
0,39,0,1,0,0,Los Angeles,90077,10470,1,3,52,1,1,3,1,Month-to-Month,60.9529,0.0,44.65,0,1,0,1,2,0,0,0,0,3,Stayed,0,
0,40,0,0,0,0,Bell,90201,105285,0,0,68,1,1,29,1,One Year,76.9596,0.0,20.29,1,1,1,0,3,0,1,1,2,4,Stayed,0,
1,61,0,1,1,1,Beverly Hills,90210,21397,1,9,46,0,1,0,0,Two Year,21.0402,0.0,47.5,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,63,0,0,0,0,Beverly Hills,90211,8321,0,0,8,1,1,26,1,Month-to-Month,54.7562,0.0,30.53,0,0,0,0,0,0,1,1,2,5,Stayed,0,
0,23,0,1,0,0,Beverly Hills,90212,11355,1,10,72,0,1,0,0,Two Year,19.7486,0.0,27.97,0,0,0,0,0,0,0,0,0,3,Stayed,0,
1,38,0,0,0,0,Compton,90220,47305,0,0,17,0,1,0,0,One Year,19.0088,0.0,25.62,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,42,0,0,0,0,Compton,90221,51387,0,0,3,1,1,28,1,Month-to-Month,106.2,0.0,12.66,0,1,1,1,3,1,1,1,3,3,Joined,0,
1,52,0,0,0,0,Culver City,90232,15195,0,0,51,1,0,24,1,One Year,57.4216,0.0,0.0,0,1,1,0,2,1,1,1,3,4,Stayed,0,
1,52,0,1,1,1,Downey,90240,24908,1,4,6,0,1,0,0,Two Year,16.725,0.0,25.05,0,0,0,0,0,0,0,0,0,4,Stayed,0,
1,51,0,1,0,0,Downey,90241,40152,1,5,3,1,1,7,1,Month-to-Month,91.0667,0.0,2.97,0,0,0,0,0,1,1,1,3,5,Joined,0,
0,62,0,1,0,0,El Segundo,90245,16041,1,4,30,1,1,8,0,Month-to-Month,48.065,3.3333,5.56,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,39,0,0,0,0,Gardena,90247,47758,0,0,31,1,1,24,1,Month-to-Month,69.9403,0.0,6.4,0,1,0,1,2,1,0,0,1,4,Stayed,0,
1,57,0,0,0,0,Gardena,90248,9960,0,0,45,1,1,30,1,Two Year,80.4156,0.0,37.39,1,0,1,1,3,1,1,1,3,3,Stayed,0,
0,30,0,1,0,0,Gardena,90249,26442,1,5,64,1,1,48,1,One Year,88.9477,0.0,13.8,1,1,1,0,3,0,0,0,0,3,Stayed,0,
0,46,0,0,0,0,Lawndale,90260,33300,0,0,1,0,1,0,0,Month-to-Month,19.05,0.0,5.02,0,0,0,0,0,0,0,0,0,4,Joined,0,
0,51,0,1,1,1,Malibu,90263,11,0,0,72,1,1,13,1,Two Year,112.5076,0.0,24.95,1,1,1,1,4,1,1,1,3,3,Stayed,0,
1,61,0,1,0,0,Manhattan Beach,90266,33758,1,4,7,1,1,24,0,Month-to-Month,44.7786,0.0,31.43,0,0,0,0,0,0,0,0,0,5,Stayed,0,
1,43,0,1,0,0,Maywood,90270,28094,1,6,66,1,1,20,1,One Year,92.8932,0.0,11.72,0,1,1,1,3,0,0,0,0,5,Stayed,0,
0,61,0,1,1,1,Palos Verdes Peninsula,90274,24979,1,2,40,0,1,0,0,Month-to-Month,18.6325,0.0,1.89,0,0,0,0,0,0,0,0,0,3,Stayed,0,
0,24,0,0,0,0,Rancho Palos Verdes,90275,41263,0,0,16,1,1,48,1,Month-to-Month,75.7562,0.0,25.71,0,1,1,0,2,0,1,1,2,5,Stayed,0,
0,19,0,1,0,0,Redondo Beach,90278,37322,1,9,67,0,1,0,0,Two Year,23.6343,0.0,3.28,0,0,0,0,0,0,0,0,0,4,Stayed,0,
1,45,0,1,0,0,South Gate,90280,96267,1,2,41,1,1,14,1,One Year,101.5134,0.0,9.85,1,1,1,0,3,1,1,1,3,3,Stayed,0,
1,58,0,1,1,1,Topanga,90290,5451,1,2,56,0,1,0,0,Two Year,19.9982,0.0,48.56,0,0,0,0,0,0,0,0,0,3,Stayed,0,
1,25,0,0,0,0,Venice,90291,31021,0,0,72,1,1,51,0,Two Year,111.2993,1.25,48.52,1,1,1,1,4,1,1,1,3,4,Stayed,0,
1,58,0,1,0,0,Playa Del Rey,90293,11264,1,1,54,0,1,0,0,Two Year,20.4148,0.0,32.72,0,0,0,0,0,0,0,0,0,5,Stayed,0,
1,63,0,0,0,0,Inglewood,90302,30779,0,0,50,1,1,26,1,Two Year,86.09,0.0,29.8,0,0,1,1,2,0,1,1,2,4,Stayed,0,
0,33,0,1,0,0,Inglewood,90304,28680,1,10,27,1,1,5,1,One Year,52.6574,0.0,9.01,1,0,0,0,1,0,0,0,0,3,Stayed,0,
0,56,0,0,0,0,Santa Monica,90401,5221,0,0,62,1,1,30,1,One Year,75.775,0.0,38.33,1,1,0,0,2,1,1,1,3,4,Stayed,0,
1,59,0,0,0,0,Santa Monica,90402,11509,0,0,12,1,1,26,0,Month-to-Month,54.5417,10.8333,37.63,0,1,0,1,2,0,0,0,0,3,Stayed,0,
0,31,0,1,1,8,Santa Monica,90404,19975,1,2,54,1,1,75,1,Two Year,80.7787,0.0,46.7,0,1,0,1,2,0,0,0,0,3,Stayed,0,
1,49,0,0,0,0,Santa Monica,90405,26099,0,0,68,0,1,0,0,Two Year,20.3956,0.0,2.83,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,20,0,0,0,0,Torrance,90501,40705,0,0,20,0,1,0,0,Month-to-Month,20.77,0.0,31.02,0,0,0,0,0,0,0,0,0,3,Stayed,0,
0,46,0,1,0,0,Torrance,90502,17058,1,4,50,1,1,6,1,One Year,52.282,0.0,10.33,0,0,1,0,1,0,0,0,0,4,Stayed,0,
0,42,0,0,0,0,Torrance,90503,41979,0,0,58,0,1,0,0,Two Year,26.0966,0.0,2.38,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,41,0,1,1,3,Torrance,90504,31678,1,4,35,1,1,53,0,Month-to-Month,90.3314,1.1429,48.08,0,1,0,0,1,1,0,0,1,3,Stayed,0,
1,31,0,0,0,0,Torrance,90505,34873,0,0,2,1,1,13,1,Month-to-Month,40.475,0.0,10.81,0,0,0,0,0,0,0,0,0,3,Joined,0,
0,35,0,1,0,0,Whittier,90601,32050,1,3,63,1,1,21,1,Two Year,74.2333,0.0,12.15,1,0,1,1,3,0,1,1,2,3,Stayed,0,
1,35,0,1,0,0,Whittier,90602,26265,1,8,58,1,1,18,1,One Year,112.5284,0.0,37.95,1,1,1,0,3,1,1,1,3,3,Stayed,0,
1,37,0,1,0,0,Whittier,90603,19109,1,10,27,0,1,0,0,One Year,21.6037,0.0,20.96,0,0,0,0,0,0,0,0,0,4,Stayed,0,
1,57,0,1,0,0,Whittier,90604,37887,1,7,71,1,1,9,1,Two Year,113.7761,0.0,9.44,1,1,1,1,4,1,1,1,3,3,Stayed,0,
1,35,0,0,0,0,Whittier,90605,38181,0,0,63,1,1,9,1,One Year,55.6111,0.0,27.38,0,0,1,0,1,0,1,1,2,3,Stayed,0,
0,40,0,1,0,0,Whittier,90606,32148,1,8,71,1,1,7,0,Month-to-Month,93.9359,1.2676,26.56,0,1,1,0,2,0,1,1,2,4,Stayed,0,
1,51,0,1,1,1,Cypress,90630,47344,1,10,68,0,1,0,0,Two Year,19.0096,0.0,46.61,0,0,0,0,0,0,0,0,0,4,Stayed,0,
0,32,0,1,1,2,La Habra,90631,67354,1,10,1,1,1,22,1,Month-to-Month,48.75,0.0,26.26,1,0,0,0,1,0,0,0,0,4,Joined,0,
1,37,0,0,0,0,Norwalk,90650,103214,0,0,28,1,1,11,1,Month-to-Month,53.7554,0.0,3.25,0,0,0,1,1,0,0,0,0,3,Stayed,0,
